PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"8095350","Receptors for neurotransmitters on astrocytes in the mammalian central nervous system","Hösli E, Hösli L.","Prog Neurobiol. 1993 Apr;40(4):477-506. doi: 10.1016/0301-0082(93)90019-o.","Hösli E","Prog Neurobiol","1993","1993/04/01","","","10.1016/0301-0082(93)90019-o"
"25496344","MRI sensing of neurotransmitters with a crown ether appended Gd(3+) complex","Oukhatar F, Même S, Même W, Szeremeta F, Logothetis NK, Angelovski G, Tóth É.","ACS Chem Neurosci. 2015 Feb 18;6(2):219-25. doi: 10.1021/cn500289y. Epub 2014 Dec 19.","Oukhatar F","ACS Chem Neurosci","2015","2014/12/16","","","10.1021/cn500289y"
"2898236","Regulation of the release of coexisting neurotransmitters","Bartfai T, Iverfeldt K, Fisone G, Serfözö P.","Annu Rev Pharmacol Toxicol. 1988;28:285-310. doi: 10.1146/annurev.pa.28.040188.001441.","Bartfai T","Annu Rev Pharmacol Toxicol","1988","1988/01/01","","","10.1146/annurev.pa.28.040188.001441"
"1977182","Overflow of catecholamine neurotransmitters to the circulation: source, fate, and functions","Esler M, Jennings G, Lambert G, Meredith I, Horne M, Eisenhofer G.","Physiol Rev. 1990 Oct;70(4):963-85. doi: 10.1152/physrev.1990.70.4.963.","Esler M","Physiol Rev","1990","1990/10/01","","","10.1152/physrev.1990.70.4.963"
"1358226","Trophic effects of neurotransmitters during brain maturation","Emerit MB, Riad M, Hamon M.","Biol Neonate. 1992;62(4):193-201. doi: 10.1159/000243872.","Emerit MB","Biol Neonate","1992","1992/01/01","","","10.1159/000243872"
"19076034","Recent progress and challenges in nanotechnology for biomedical applications: an insight into the analysis of neurotransmitters","Shankaran DR, Miura N.","Recent Pat Nanotechnol. 2007;1(3):210-23. doi: 10.2174/187221007782360484.","Shankaran DR","Recent Pat Nanotechnol","2007","2008/12/17","","","10.2174/187221007782360484"
"9678594","Functional genomics: the search for novel neurotransmitters and neuropeptides","Civelli O.","FEBS Lett. 1998 Jun 23;430(1-2):55-8. doi: 10.1016/s0014-5793(98)00524-9.","Civelli O","FEBS Lett","1998","1998/07/25","","","10.1016/s0014-5793(98)00524-9"
"10905615","D-amino acids as putative neurotransmitters: focus on D-serine","Snyder SH, Kim PM.","Neurochem Res. 2000 May;25(5):553-60. doi: 10.1023/a:1007586314648.","Snyder SH","Neurochem Res","2000","2000/07/25","","","10.1023/a:1007586314648"
"31443493","Quantum Dots-Assisted 2D Fluorescence for Pattern Based Sensing of Amino Acids, Oligopeptides and Neurotransmitters","Zabadaj M, Ciosek-Skibińska P.","Sensors (Basel). 2019 Aug 22;19(17):3655. doi: 10.3390/s19173655.","Zabadaj M","Sensors (Basel)","2019","2019/08/25","PMC6749424","","10.3390/s19173655"
"2566652","Presynaptic aspects of cotransmission: relationship between vesicles and neurotransmitters","Boarder MR.","J Neurochem. 1989 Jul;53(1):1-11. doi: 10.1111/j.1471-4159.1989.tb07288.x.","Boarder MR","J Neurochem","1989","1989/07/01","","","10.1111/j.1471-4159.1989.tb07288.x"
"19938853","Radical scavenging reactivity of catecholamine neurotransmitters and the inhibition effect for DNA cleavage","Kawashima T, Ohkubo K, Fukuzumi S.","J Phys Chem B. 2010 Jan 14;114(1):675-80. doi: 10.1021/jp909314t.","Kawashima T","J Phys Chem B","2010","2009/11/27","","","10.1021/jp909314t"
"2878467","Synthesis, function, and degradation of catecholamine neurotransmitters","Abell CW.","Prog Brain Res. 1986;65:139-52. doi: 10.1016/S0079-6123(08)60647-0.","Abell CW","Prog Brain Res","1986","1986/01/01","","","10.1016/S0079-6123(08)60647-0"
"29782718","A Guide to Autonomic Pharmacology Understanding neurotransmitters and their receptors can help you choose the right medication","Kitch BB.","EMS World. 2017 Jan;46(1):30-39.","Kitch BB","EMS World","2017","2018/05/22","","",""
"2900223","[Receptors for neurotransmitters and psychiatric diseases]","Wetzel H, Benkert O.","Internist (Berl). 1988 Jun;29(6):420-9.","Wetzel H","Internist (Berl)","1988","1988/06/01","","",""
"6143277","Inter-relationship between neurotransmitters","Leonard BE.","Neuropharmacology. 1984 Feb;23(2B):213-8. doi: 10.1016/0028-3908(84)90062-5.","Leonard BE","Neuropharmacology","1984","1984/02/01","","","10.1016/0028-3908(84)90062-5"
"1979650","Brain dialysis of neurotransmitters: a commentary","Di Chiara G.","J Neurosci Methods. 1990 Sep;34(1-3):29-34. doi: 10.1016/0165-0270(90)90039-i.","Di Chiara G","J Neurosci Methods","1990","1990/09/01","","","10.1016/0165-0270(90)90039-i"
"26119241","Tunable Molecular Logic Gates Designed for Imaging Released Neurotransmitters","Klockow JL, Hettie KS, Secor KE, Barman DN, Glass TE.","Chemistry. 2015 Aug 3;21(32):11446-51. doi: 10.1002/chem.201501379. Epub 2015 Jun 26.","Klockow JL","Chemistry","2015","2015/06/30","","","10.1002/chem.201501379"
"24083608","Classical neurotransmitters and neuropeptides involved in major depression in a multi-neurotransmitter system: a focus on antidepressant drugs","Werner FM, Coveñas R.","Curr Med Chem. 2013;20(38):4853-8. doi: 10.2174/09298673113206660280.","Werner FM","Curr Med Chem","2013","2013/10/03","","","10.2174/09298673113206660280"
"1358297","The transport of neurotransmitters into synaptic vesicles","Edwards RH.","Curr Opin Neurobiol. 1992 Oct;2(5):586-94. doi: 10.1016/0959-4388(92)90023-e.","Edwards RH","Curr Opin Neurobiol","1992","1992/10/01","","","10.1016/0959-4388(92)90023-e"
"9131720","Actions of neurotransmitters and other messengers on Ca2+ channels and K+ channels in smooth muscle cells","Beech DJ.","Pharmacol Ther. 1997;73(2):91-119. doi: 10.1016/s0163-7258(97)87271-3.","Beech DJ","Pharmacol Ther","1997","1997/01/01","","","10.1016/s0163-7258(97)87271-3"
"2884365","[Affective disorders and neurotransmitters. Therapeutic implications]","Castillo Pérez P.","Med Clin (Barc). 1987 Mar 28;88(12):512-8.","Castillo Pérez P","Med Clin (Barc)","1987","1987/03/28","","",""
"19575473","Detection and quantification of neurotransmitters in dialysates","Zapata A, Chefer VI, Shippenberg TS, Denoroy L.","Curr Protoc Neurosci. 2009 Jul;Chapter 7:Unit 7.4.1-30. doi: 10.1002/0471142301.ns0704s48.","Zapata A","Curr Protoc Neurosci","2009","2009/07/04","PMC2950641","NIHMS236604","10.1002/0471142301.ns0704s48"
"1677825","Chromatographic methods for the analysis of basic neurotransmitters and their acidic metabolites","Yi Z, Brown PR.","Biomed Chromatogr. 1991 May;5(3):101-7. doi: 10.1002/bmc.1130050303.","Yi Z","Biomed Chromatogr","1991","1991/05/01","","","10.1002/bmc.1130050303"
"2465613","Transient expression of neurotransmitters in the developing neocortex","Parnavelas JG, Cavanagh ME.","Trends Neurosci. 1988 Mar;11(3):92-3. doi: 10.1016/0166-2236(88)90150-6.","Parnavelas JG","Trends Neurosci","1988","1988/03/01","","","10.1016/0166-2236(88)90150-6"
"6150508","Neurotransmitters and anxiety: overview","Lader M.","Psychopathology. 1984;17 Suppl 3:3-7. doi: 10.1159/000284126.","Lader M","Psychopathology","1984","1984/01/01","","","10.1159/000284126"
"26812177","An optimized method for neurotransmitters and their metabolites analysis in mouse hypothalamus by high performance liquid chromatography-Q Exactive hybrid quadrupole-orbitrap high-resolution accurate mass spectrometry","Yang ZL, Li H, Wang B, Liu SY.","J Chromatogr B Analyt Technol Biomed Life Sci. 2016 Feb 15;1012-1013:79-88. doi: 10.1016/j.jchromb.2016.01.008. Epub 2016 Jan 14.","Yang ZL","J Chromatogr B Analyt Technol Biomed Life Sci","2016","2016/01/27","","","10.1016/j.jchromb.2016.01.008"
"23522114","Microdialysate analysis of monoamine neurotransmitters--a versatile and sensitive LC-MS/MS method","Greco S, Danysz W, Zivkovic A, Gross R, Stark H.","Anal Chim Acta. 2013 Apr 10;771:65-72. doi: 10.1016/j.aca.2013.02.004. Epub 2013 Feb 14.","Greco S","Anal Chim Acta","2013","2013/03/26","","","10.1016/j.aca.2013.02.004"
"2575347","Connections found between each meridian (heart, stomach, triple burner, etc.) & organ representation area of corresponding internal organs in each side of the cerebral cortex; release of common neurotransmitters and hormones unique to each meridian and corresponding acupuncture point & internal organ after acupuncture, electrical stimulation, mechanical stimulation (including shiatsu), soft laser stimulation or QI Gong","Omura Y.","Acupunct Electrother Res. 1989;14(2):155-86. doi: 10.3727/036012989816358470.","Omura Y","Acupunct Electrother Res","1989","1989/01/01","","","10.3727/036012989816358470"
"10533040","Corelease of two functionally opposite neurotransmitters by retinal amacrine cells: experimental evidence and functional significance","Duarte CB, Santos PF, Carvalho AP.","J Neurosci Res. 1999 Nov 15;58(4):475-9. doi: 10.1002/(sici)1097-4547(19991115)58:4<475::aid-jnr1>3.0.co;2-o.","Duarte CB","J Neurosci Res","1999","1999/10/26","","","10.1002/(sici)1097-4547(19991115)58:4<475::aid-jnr1>3.0.co;2-o"
"27591902","Monitoring the electrochemical responses of neurotransmitters through localized surface plasmon resonance using nanohole array","Li N, Lu Y, Li S, Zhang Q, Wu J, Jiang J, Liu GL, Liu Q.","Biosens Bioelectron. 2017 Jul 15;93:241-249. doi: 10.1016/j.bios.2016.08.105. Epub 2016 Aug 30.","Li N","Biosens Bioelectron","2017","2016/09/05","","","10.1016/j.bios.2016.08.105"
"6120460","The evolutionary origins of hormones, neurotransmitters, and other extracellular chemical messengers: implications for mammalian biology","Roth J, LeRoith D, Shiloach J, Rosenzweig JL, Lesniak MA, Havrankova J.","N Engl J Med. 1982 Mar 4;306(9):523-7. doi: 10.1056/NEJM198203043060907.","Roth J","N Engl J Med","1982","1982/03/04","","","10.1056/NEJM198203043060907"
"2906999","A primer on neurotransmitters and cocaine","Daigle RD, Clark HW, Landry MJ.","J Psychoactive Drugs. 1988 Jul-Sep;20(3):283-95. doi: 10.1080/02791072.1988.10472499.","Daigle RD","J Psychoactive Drugs","1988","1988/07/01","","","10.1080/02791072.1988.10472499"
"1352364","[Central autonomic mechanism and neurotransmitters]","Niwa M, Taniyama K.","Nihon Rinsho. 1992 Apr;50(4):680-5.","Niwa M","Nihon Rinsho","1992","1992/04/01","","",""
"21372812","A practical guide to the synthesis of dinitroindolinyl-caged neurotransmitters","Ellis-Davies GC.","Nat Protoc. 2011 Mar;6(3):314-26. doi: 10.1038/nprot.2010.193. Epub 2011 Feb 17.","Ellis-Davies GC","Nat Protoc","2011","2011/03/05","PMC4207260","NIHMS633244","10.1038/nprot.2010.193"
"1979649","Measurement of the in vitro release of endogenous monoamine neurotransmitters as a means of identification of prejunctional receptors","Middlemiss DN, Hutson PH.","J Neurosci Methods. 1990 Sep;34(1-3):23-8. doi: 10.1016/0165-0270(90)90038-h.","Middlemiss DN","J Neurosci Methods","1990","1990/09/01","","","10.1016/0165-0270(90)90038-h"
"6126983","Neurotransmitters","","Acta Neurol Scand Suppl. 1982;90:33-66.","","Acta Neurol Scand Suppl","1982","1982/01/01","","",""
"2862889","[Neurotransmitters]","Nakamura S.","No To Shinkei. 1985 Apr;37(4):410-1.","Nakamura S","No To Shinkei","1985","1985/04/01","","",""
"2905818","Neurotransmitters in vestibular pathways","Raymond J, Dememes D, Nieoullon A.","Prog Brain Res. 1988;76:29-43. doi: 10.1016/s0079-6123(08)64489-1.","Raymond J","Prog Brain Res","1988","1988/01/01","","","10.1016/s0079-6123(08)64489-1"
"15656266","From the search for a molecular code of memory to the role of neurotransmitters: a historical perspective","Chapouthier G.","Neural Plast. 2004;11(3-4):151-8. doi: 10.1155/NP.2004.151.","Chapouthier G","Neural Plast","2004","2005/01/20","PMC2567045","","10.1155/NP.2004.151"
"6135595","[The role of neurotransmitters in the pathogenesis and treatment of Alzheimer's disease]","Reinikainen K, Riekkinen PJ.","Duodecim. 1983;99(6):379-87.","Reinikainen K","Duodecim","1983","1983/01/01","","",""
"22512797","Hydrophilic interaction chromatography (HILIC) for LC-MS/MS analysis of monoamine neurotransmitters","Danaceau JP, Chambers EE, Fountain KJ.","Bioanalysis. 2012 Apr;4(7):783-94. doi: 10.4155/bio.12.46.","Danaceau JP","Bioanalysis","2012","2012/04/20","","","10.4155/bio.12.46"
"23953445","Quantitative determination of neurotransmitters, metabolites and derivates in microdialysates by UHPLC-tandem mass spectrometry","Santos-Fandila A, Zafra-Gómez A, Barranco A, Navalón A, Rueda R, Ramírez M.","Talanta. 2013 Sep 30;114:79-89. doi: 10.1016/j.talanta.2013.03.082. Epub 2013 Apr 11.","Santos-Fandila A","Talanta","2013","2013/08/20","","","10.1016/j.talanta.2013.03.082"
"8096888","[Transporters for neurotransmitters. A new gene family with characteristic features]","Meister B.","Lakartidningen. 1993 Mar 31;90(13):1255-9.","Meister B","Lakartidningen","1993","1993/03/31","","",""
"9071207","Neurotransmitters in the vertebrate retina","Lam DM.","Invest Ophthalmol Vis Sci. 1997 Mar;38(3):553-6.","Lam DM","Invest Ophthalmol Vis Sci","1997","1997/03/01","","",""
"19386916","Polarity-sensitive modulation of cortical neurotransmitters by transcranial stimulation","Stagg CJ, Best JG, Stephenson MC, O'Shea J, Wylezinska M, Kincses ZT, Morris PG, Matthews PM, Johansen-Berg H.","J Neurosci. 2009 Apr 22;29(16):5202-6. doi: 10.1523/JNEUROSCI.4432-08.2009.","Stagg CJ","J Neurosci","2009","2009/04/24","PMC6665468","","10.1523/JNEUROSCI.4432-08.2009"
"1351543","[Interaction between opiates and neurotransmitters/neuromodulators in spinal analgesia]","Omote K, Namiki A.","Masui. 1992 May;41(5):712-20.","Omote K","Masui","1992","1992/05/01","","",""
"26916821","Electrochemical Label-Free Aptasensor for Specific Analysis of Dopamine in Serum in the Presence of Structurally Related Neurotransmitters","Álvarez-Martos I, Ferapontova EE.","Anal Chem. 2016 Apr 5;88(7):3608-16. doi: 10.1021/acs.analchem.5b04207. Epub 2016 Mar 8.","Álvarez-Martos I","Anal Chem","2016","2016/02/27","","","10.1021/acs.analchem.5b04207"
"9549335","[Migraine and neurotransmitters]","Suzuki N.","Nihon Naika Gakkai Zasshi. 1998 Feb 10;87(2):365-72.","Suzuki N","Nihon Naika Gakkai Zasshi","1998","1998/04/29","","",""
"10770289","Neurotransmitters of the sympathetic nerve terminal are powerful chemoattractants for monocytes","Straub RH, Mayer M, Kreutz M, Leeb S, Schölmerich J, Falk W.","J Leukoc Biol. 2000 Apr;67(4):553-8. doi: 10.1002/jlb.67.4.553.","Straub RH","J Leukoc Biol","2000","2000/04/19","","","10.1002/jlb.67.4.553"
"10474814","[Interneuronal signaling mediated by the trans-synaptic diffusion of neurotransmitters]","Kopanitsia MV, Boĭchuk IaA, Lozova NO, Kryshtal' OO.","Fiziol Zh. 1999;45(4):132-47.","Kopanitsia MV","Fiziol Zh","1999","1999/09/04","","",""
"20594610","Neuromediators in inflammation--a macrophage/nerve connection","Ley S, Weigert A, Brüne B.","Immunobiology. 2010 Sep-Oct;215(9-10):674-84. doi: 10.1016/j.imbio.2010.05.027. Epub 2010 Jun 4.","Ley S","Immunobiology","2010","2010/07/03","","","10.1016/j.imbio.2010.05.027"
"23648773","Hyperpolarization of amino acid precursors to neurotransmitters with parahydrogen induced polarization","Soon PC, Xu X, Zhang B, Gruppi F, Canary JW, Jerschow A.","Chem Commun (Camb). 2013 Jun 11;49(46):5304-6. doi: 10.1039/c3cc40426a.","Soon PC","Chem Commun (Camb)","2013","2013/05/08","","","10.1039/c3cc40426a"
"1975961","[Neurotransmitters in Alzheimer's disease]","Kristensen MO.","Ugeskr Laeger. 1990 Jul 23;152(30):2165-8.","Kristensen MO","Ugeskr Laeger","1990","1990/07/23","","",""
"7874481","Caged neurotransmitters. Shedding light on neural circuits","Callaway EM.","Curr Biol. 1994 Nov 1;4(11):1010-2. doi: 10.1016/s0960-9822(00)00228-1.","Callaway EM","Curr Biol","1994","1994/11/01","","","10.1016/s0960-9822(00)00228-1"
"30178382","Solid-Phase Extraction with Packed-Fiber is a Biological Sample Preparation Tool for Neuro-Active Molecule Detection","Ma L, Shen X, Kang X.","Adv Exp Med Biol. 2018;1072:423-430. doi: 10.1007/978-3-319-91287-5_68.","Ma L","Adv Exp Med Biol","2018","2018/09/05","","","10.1007/978-3-319-91287-5_68"
"2887092","HPLC of neurotransmitters and their metabolites","Gelpí E.","Adv Chromatogr. 1987;26:321-91.","Gelpí E","Adv Chromatogr","1987","1987/01/01","","",""
"20954209","Analysis of amino acid neurotransmitters in hypothalamus of rats during cerebral ischemia-reperfusion by microdialysis and capillary electrophoresis","Li H, Yan ZY.","Biomed Chromatogr. 2010 Nov;24(11):1185-92. doi: 10.1002/bmc.1425.","Li H","Biomed Chromatogr","2010","2010/10/19","","","10.1002/bmc.1425"
"25545460","Simultaneous determination of amino acids and neurotransmitters in plasma samples from schizophrenic patients by hydrophilic interaction liquid chromatography with tandem mass spectrometry","Domingues DS, Crevelin EJ, de Moraes LA, Cecilio Hallak JE, de Souza Crippa JA, Costa Queiroz ME.","J Sep Sci. 2015 Mar;38(5):780-7. doi: 10.1002/jssc.201400943. Epub 2015 Jan 27.","Domingues DS","J Sep Sci","2015","2014/12/30","","","10.1002/jssc.201400943"
"14556619","Receptor desensitization by neurotransmitters in membranes: are neurotransmitters the endogenous anesthetics?","Cantor RS.","Biochemistry. 2003 Oct 21;42(41):11891-7. doi: 10.1021/bi034534z.","Cantor RS","Biochemistry","2003","2003/10/15","","","10.1021/bi034534z"
"8098888","Some aspects on the relationship between lipids, neurotransmitters, and aging","Pénzes L, Fischer HD, Noble RC.","Z Gerontol. 1993 Mar-Apr;26(2):65-9.","Pénzes L","Z Gerontol","1993","1993/03/01","","",""
"2565580","Novel neurotransmitters in the autonomic nervous systems of nonmammalian vertebrates","Nilsson S, Holmgren S.","Pharmacol Ther. 1989;41(1-2):257-87. doi: 10.1016/0163-7258(89)90110-1.","Nilsson S","Pharmacol Ther","1989","1989/01/01","","","10.1016/0163-7258(89)90110-1"
"19120087","Stress, neurotransmitters, and hormones neuroendocrine and genetic mechanisms. Preface","Kvetnanský R.","Ann N Y Acad Sci. 2008 Dec;1148:xiii-xiv. doi: 10.1196/annals.1410.086.","Kvetnanský R","Ann N Y Acad Sci","2008","2009/01/06","","","10.1196/annals.1410.086"
"8740986","Neurotransmitters, signal transduction and second-messengers in Alzheimer's disease","Cowburn RF, Fowler CJ, O'Neill C.","Acta Neurol Scand Suppl. 1996;165:25-32. doi: 10.1111/j.1600-0404.1996.tb05869.x.","Cowburn RF","Acta Neurol Scand Suppl","1996","1996/01/01","","","10.1111/j.1600-0404.1996.tb05869.x"
"19578335","Organic electronics for precise delivery of neurotransmitters to modulate mammalian sensory function","Simon DT, Kurup S, Larsson KC, Hori R, Tybrandt K, Goiny M, Jager EW, Berggren M, Canlon B, Richter-Dahlfors A.","Nat Mater. 2009 Sep;8(9):742-6. doi: 10.1038/nmat2494. Epub 2009 Jul 5.","Simon DT","Nat Mater","2009","2009/07/07","","","10.1038/nmat2494"
"2905819","In vivo and in vitro release of central neurotransmitters in relation to pain and analgesia","Hamon M, Bourgoin S, Le Bars D, Cesselin F.","Prog Brain Res. 1988;77:431-44. doi: 10.1016/s0079-6123(08)62807-1.","Hamon M","Prog Brain Res","1988","1988/01/01","","","10.1016/s0079-6123(08)62807-1"
"12418931","Forty years of neurotransmitters: a personal account","Snyder SH.","Arch Gen Psychiatry. 2002 Nov;59(11):983-94. doi: 10.1001/archpsyc.59.11.983.","Snyder SH","Arch Gen Psychiatry","2002","2002/11/07","","","10.1001/archpsyc.59.11.983"
"23792421","Highly selective and sensitive detection of neurotransmitters using receptor-modified single-walled carbon nanotube sensors","Kim B, Song HS, Jin HJ, Park EJ, Lee SH, Lee BY, Park TH, Hong S.","Nanotechnology. 2013 Jul 19;24(28):285501. doi: 10.1088/0957-4484/24/28/285501.","Kim B","Nanotechnology","2013","2013/06/25","","","10.1088/0957-4484/24/28/285501"
